Dialogue_ID	Utterance_ID	Utterance	label
270	1	hey ross! i brought reinforcements.	g
158	7	well i'm peeking.  oh my god!	ans
874	11	i can't believe i'm hearing this!	s
86	3	oh, i thought you guys meant marijuana cigarettes, y'know?	o
498	8	he's	s
308	1	okay, i can do that! oh, by the way, i	ag
109	7	i mean you'd think he'd be worried about me not showing up at his club.	o
600	1	and there's daddy!	s
745	4	hey.	g
355	0	oh, i'm sorry.	ap
1009	11	and-and a power tie?	q
177	0	so, what's this about?	q
953	9	i'll find bob, i'll get him.	s
966	6	okay. well, i gotta go you guys. i'll see you later.	s
809	3	that's like 500 bucks you owe me!	s
961	6	i was up all night writing this really nasty letter to emily! it was perfect and now it's all covered in-in…  actually, thanks!	ans
93	1	enhh	dag
208	12	that was unbelievable!	o
189	1	maybe we should check the trash chute.	o
446	14	okay, i'm running out of places i can touch him!	q
183	12	you always said i'd make it.	s
813	9	hello darling.	g
831	6	okay, i don't know what to do anymore.	s
151	17	and as my wife i think you should grant me this favor.	o
738	1	yeah?	b
484	2	any minute now.	ans
393	3	you don't say!	dag
867	4	oh yeah? did he pull the old	q
503	9	okay! that's a four! and where-where's the other one?	q
707	3	dime.	s
521	2	and i'm ashamed to say that i took it, i advised a fellow actor to play a role, homosexually.	s
38	0	you kissed another woman!	s
507	2	did i turn the fish?	q
100	3	just slice that baby right off!	s
770	16	what did you say?	q
139	1	yeah, what's up with that girl monica?	q
770	4	but look, all these rooms are fine okay?	o
488	3	no.	ans
255	2	ethan, focus. how could you not tell me?	q
509	2	give her some money.	oth
17	6	oh yeah well, you know me, babies, responsibilities, ahhh!!!	s
409	7	without me?!	q
298	6	let go!	c
287	8	thanks.	g
177	10	okay.	b
524	8	all right.	a
63	5	you can't wear that! i'm wearing the famous tux! james bond's tux!	o
264	5	what's up?	q
279	11	oh maria. you can't say no to her, she's like this lycra spandex covered gym…treat.	ans
699	10	how about we talk about this over dinner?	q
561	0	something went wrong with underdog, and they couldn't get his head to inflate.	s
961	5	what?!	q
847	0	oh, that is so sweet.	o
389	11	all right!!	s
544	6	you wanna go inside and have some coffee?	q
986	7	hey guys!	g
541	19	i love that idea!	ag
902	7	then we can put you in bed, okay?	s
83	3	i guess you wouldn't believe me if i said i was kurt douglas, huh?	ans
680	11	umm, you'll just have to tell me how you like your eggs in the morning.	s
164	1	i knew.	s
636	5	oh let me guess, and you wanna have them all at the same time and you wanna have them for your brother.	o
481	10	which one?	q
362	1	y'know what i think it is?	q
845	9	i like funny.	o
950	13	i'm gonna go kiss ben goodnight.	o
356	22	this will just be my batch.	s
499	16	are you serious?!	q
638	4	dad, we-we can't believe you're selling the house.	s
239	1	so theoretically we could download our thoughts and our memories into this computer...	s
990	11	no.	ans
199	9	oh my god, look! that's elizabeth!	s
341	0	this one right here.	s
481	11	i don't know, what were the names i just said?	ans
52	3	but i can't tell you.	ans
47	17	well, we are great guys.	o
409	1	well, joshua's coming in tomorrow and since i don't have the guts to ask him out, i'm going to sell him a coat and put this note in the pocket.	ans
841	21	i can't believe you're gonna ask monica to marry you!	s
671	8	ok, but you know what? i gotta say, i'm really impressed that    you were able to memorize all this so quickly!	o
1021	0	i can blow dry it.	s
772	3	that's right wesley! i just stopped by to say that, you're not a real doctor! and that woman's brain, is fine!	o
463	5	well i've forgotten what it tastes like okay?!	ans
330	0	okay!	ag
577	3	that would be the basic 'i have a fishhook in my eyebrow and i like it'  okay, let's say i've just gotten bad news, well all i do there is try and divide 232 by 13.	s
509	4	they're not!! ross, they're just saving them for the important people!! okay?! what-what if i was the president?!	q
598	0	of course he is!	ans
572	10	she's in labor! you like that you sick son of a bitch!	s
840	8	ok, um,  we haven't known each other for that long a time, and, um, there are three things that you should know about me.	s
954	4	hi ben! so you wanna be an actor huh? i gotta tell ya, it's no picnic. there's tons of rejection.	s
849	4	oh yeah, yeah! he's done tons of commercials. i've seen him in like sugar smacks	s
575	1	mrs., mrs. gobb?	q
898	2	man, hell of a two weeks, huh? y'know what, though? i really feel like i learned something.	s
253	6	so did you do it?	q
183	3	hey.	g
928	3	i missed this.	s
231	9	hey, ross!!! i told you i don't!	ans
1003	7	okay, here's your penis!	s
398	10	oh, god, he's such a pig	ag
1025	17	oh, uh, can it wait a second joey? i have to tell my parents something. no it can't? okay.	ans
80	5	well, at the christmas party him and santa did some definitely    gay stuff!	s
863	0	now, y'see, most people, when their pets pass on, they want 'em sorta laid out like they're sleeping.	o
51	7	but i told you, i didn't have the time!	s
756	3	so you owe me three pretty things.	s
267	0	um, it's going to be a small ceremony.	s
423	10	mazel tov!	g
147	0	ok, bye.  well, monica's not coming, it's just gonna be me and rachel.	s
226	8	oh, go on! you telling people about me?	q
932	9	what about all the guys that you've got the phone numbers from?    why don't you just kiss one of them?	q
948	10	listen phoebe...	oth
568	6	actually, i did!	ans
410	17	if we broke up, and i lost you...	s
371	3	to the bank.	ans
982	0	all right.	ag
672	1	hey!  what happened to you? why didn't you come up?	q
251	1	okay. let's use this brush.	ag
107	8	thank you for calling attention to our error.	g
1031	3	bing! you got those numbers for me?	q
507	12	look he's a great guy and i love being with him but... you know.	s
320	7	really?	q
800	0	ohhh.	s
725	5	uh-huh.	b
853	11	because! because, it-it-it's… it'd be like you having this guitar  and-and never playing it. okay, this guitar	ans
509	14	ow! ow! contraction.  ow-ow! ow-ow!	s
350	5	well, if you wanna get a drink later we can.	s
236	11	all right, look, if you insist on wearing that, in public, y'know, you're gonna spend the rest of the afternoon all by yourself.	o
355	2	oh, he needed some time to grieve.	ans
208	2	when did that happen to you?!	q
302	1	oh.	oth
479	11	refill?	ans
333	1	you mean dr. geller?	q
1036	2	wh-what?! why?!	q
702	2	how much did ever really win before?	q
699	9	was it her quarter?	q
673	20	'cause i kinda all ready told her uh, it was, it was already taken care of.	s
156	9	oh phoebe!	b
723	5	oh i know, i helped pick out the ring.	s
852	1	listen, um...	c
950	15	i would make a good cowboy.	s
569	2	no, let's just leave the lights on.	dag
145	0	oh, danielle! i wasn't expecting the machine... give me a call when you get a chance.  bye-bye.  oh god!	s
1019	5	forty-five minutes? we have tickets to the	s
653	0	ok, that's enough of the view. check this out, look at this. sit down, sit down.	oth
522	4	in reservations at 8:00 by neil simon.  thank-thank you neil. thank you for the words.	oth
752	7	oh, i wouldn't miss it for the world.	s
212	4	was it not pain-free?	q
1019	7	is this because of the burrito thing?	q
839	15	especially you  with that!	s
917	4	really?	q
274	0	the stripper stole the ring!! the stripper stole the ring!! chandler! chandler, get up! get up! the stripper stole the ring!	s
328	0	all right, i'm leaving!	s
844	16	i'm rhonda,  and these aren't real!	s
979	3	god!	b
320	14	there was just one woman, wasn't there?	o
376	0	hey pheebs!	g
18	3	hey ross, wouldn't it be great if we could go two straight hours without dropping it?!	q
572	6	are you looking at her?!	q
596	9	the babies are asleep, i'm sure you'll be okay on your own for a while!	s
561	6	come on, they're close.	c
945	13	yes?!	ag
982	2	a two and a five.	ans
184	14	i do it every year.	ans
1026	4	what?	q
970	0	y'know i gotta tell ya, sometimes i just—i don't get chandler.	s
590	4	i'm having a really good time!	s
654	6	okay.	ag
803	1	no! wait no! shut up—i mean don't cry! let me get my checkbook!	s
593	2	umm, i think you're really, really great...	o
236	7	how can i answer that when i'm pretending i don't know you?	q
0	8	good to know.	s
175	4	wait, wait, chandler, this is what you're havin' for thanksgiving dinner?	q
170	3	whoa, ah!! we're you just gonna give me some lemonade?	ans
8	5	all right.	oth
770	10	hey, don't blame me for wigging tonight!	o
263	5	but no: chandler is in an accident and can't perform sexually and he would want you to take a lover to satisfy the needs that he can no longer fulfill.	o
554	6	oh, he brought her back to his apartment.	s
672	10	does it? does it? yeah, i wanted to give that whole 'does it?' part just another glance.	ans
151	8	really?	oth
817	1	ohh, you are	s
503	6	what do you say?	q
312	3	yeah, because i was	ans
517	2	yeah, you like that don't you?	q
67	11	oh please!   you're gonna say things now, aren't ya?	q
457	0	no, not that, i mean, what about you and mindy?	q
525	3	oh please, they're having sex.	s
54	13	well i'd be scared of them, but all right.	o
594	1	terry!	g
752	6	thank you so much for coming.	s
931	0	i know you botched that operation on purpose.	s
672	7	so umm, does it?	q
119	4	doesn't matter, i'm never gonna get to meet her anyway.	o
835	1	listen, i've got a secret for ya. i let him win.	s
614	13	absolutely!	ag
939	2	are you all right?	q
686	8	yeah, and thanks for putting my grandmother in the cab and making sure she got to the hotel safely.	ag
512	2	how are ya?	q
841	4	honey, we were at this beautiful place, and i-i-i just put our names down for fun!	s
480	5	yeah. she—well, she's one crazy lady?	ans
255	12	oh god, oh god.	oth
509	1	yeah?	ag
874	1	well to tell you the truth, they uh,  they had a problem with the bag!	ans
399	0	...pig...pig man!	s
1012	8	huh?	oth
204	12	i write the specials on the specials board, and, uh... and i, uh...	s
596	5	come on! what are you doing?! i'm in character! would you talk to her!	q
5	3	everybody!!	oth
596	6	ahh, i think it just moved. it's really poking me.	o
900	0	me too.	s
775	6	pheebs, what about you?	q
361	10	and!! isabella rosselini.	ans
151	15	i'm asking you to do me a favor.	s
171	3	ok. here goes. for a while now, i've been wanting to, um....	s
206	3	what? whoa, whoa whoa whoa, what do you mean	q
869	5	what am i going to do?	q
985	3	well, i think uhh, someone out there may have been bad mouthing you all over town.	ans
350	1	i know, it is isn't it?	q
372	6	in that, um, they don't.	s
625	2	well now let's-let's look at this objectively, i think i should date her	ans
670	8	no, it is me!	ans
599	11	sure!	ag
639	8	well, susan, i see what appears to be a dark vent. wait. yes, it is in fact a dark vent.	ans
406	1	phoebe!	s
440	10	no.	dag
878	3	yeah, we talked and monica made me see that i over reacted a little bit and some things in life are more important.	ans
843	8	honey, it's gonna be okay.	o
168	7	umm, he said he thought i was funny.	ans
621	7	wow! sorry. so uh, how are the new people?	ap
49	17	uh, dana keystone from college.	ans
474	11	no, what did, that was really sweet.	o
574	18	aww, i don't want to see that!	s
842	11	so you don't know that's	s
1007	9	y'know what rach, maybe you should just, y'know stay here at the coffee house.	o
821	7	yes you did! what was it?	q
274	1	what?	q
354	15	i know. i was sweeping yesterday. it coulda been me.	ag
886	13	ahh!	b
838	0	oh god. so-so you're making porn movies.	s
546	16	alright people, now everyone grab a partner.	s
326	4	oh-oh, that's a risky little game!	o
242	4	ah, uh, i owe you a long overdue apology. i never should have broken up with you because you were overweight.	o
407	9	we're on in 3, 2	s
810	15	um-hmm.	ans
953	13	oh wait, i think i hear him.	s
478	5	oh, just hanging out, talkin' about uh, websites.	ans
434	14	good night.	g
770	15	i just want to watch a little television. what is the big deal? geez, relax mom.	ans
615	0	well, maybe it's a contest, y'know? like, collect all five?	q
524	2	well, i-i thought a lot about what you said, and um, i realilized duh, all right maybe i was a little judgmental.	ans
832	10	she was totally at my mercy.	s
990	4	are they end to end, or tall like pancakes?	q
495	2	then why are you answering? do you at least know what route we're on?	q
594	7	this poor guy's been in a coma for five years. it's hopeless.	s
109	18	and then after that, i'm gonna get so drunk, i'm gonna wanna call janice	o
832	15	done! i did it! heh, who's stupid now?	q
817	5	i wonder where she is. that is so weird.	s
346	3	we're supposed to meet my parents in 15 minutes.	ans
434	7	you have no idea.	o
599	3	yeah?	ag
14	2	but that's not enough. so… so…here's a key to my apartment.	s
59	1	great job team!	ap
527	6	we have one.	s
1029	14	yeah, i-i-i-i'm funny ben, but i'm not stupid. okay?	ans
184	13	and you weren't going to tell us? how did you think you were    gonna get away with that?	q
130	3	great.  you got anything that's not	q
788	0	oh no it's not, no it's not. it's a first date. i'm	o
792	13	so what about us? everything we feel for each other.	q
850	4	really?!	oth
684	0	well, thank you for lunch.	a
878	1	hey-hey.	g
258	0	oh-hey-hey-hey! there you are!	g
745	2	perhaps, you would like me to turn like this,  so that you can bunny bump against my back.	o
445	17	is it because that punk ross won't marry you?!	q
358	14	yes, while i was in the chair!	ans
901	10	no, no, you can't, you can't, okay, you can't, you can't buy her pearls, you just can't, you can't, you can't.	s
986	16	then all the lying and the secrets would finally be over!	s
305	1	can i help you?	q
546	11	let's get started. five, six, a-five six seven eight...	oth
756	8	you really sure?	q
240	0	david, can you help me?! i'm trying to explain to chandler how a plane stays in the air.	q
723	3	hey-hey pheebs!	g
989	0	its still there!	q
234	8	you mean they like you.	q
520	5	what the hell is in there?	q
633	4	you look so beautiful.	o
301	4	look, please, please don't go anywhere, okay?	s
578	0	then i'm gonna have to ask you to keep it down.	s
480	1	good! good, long time no see.	g
366	9	oh, i don't know, a million?	ans
821	14	burt!	g
309	0	kathy! kathy! hi!! kathy! kathy! (she doesn't hear him and keeps running, chandler starts chasing her as the theme to	g
994	2	yes that would have made more sense.	ag
857	9	that's cool.	oth
401	10	oh gosh, lily, yes. of course i remember lily. i... then you must be?	ans
285	5	yeah! hi emma. hey, why do you think she won't take my  breast?	q
851	5	oh wow, what a beautiful name!  what is it again?	q
96	0	hello, this is monica...	g
595	4	okay! oh god, y'know what? it's really bad.	o
1031	2	excuse me, doug?  hey there sports fan!!	oth
672	9	does it?	q
420	7	didn't your dad used to call you pumpkin?	q
33	3	yeah, right here in my pocket.  pheebs?	ans
298	1	no! you let go!	dag
530	0	i'm sorry.	ap
186	1	i like waking up with you too.  oh! it's such a beautiful morning.  oh, i can stay here all day.	ag
983	6	ugh! joey, i have to go.	s
455	5	i know, i probably shouldn't even tell you this, but i'm pretty much totally intimidated by you.	ans
1016	10	hey rach, the tampons here are only a penny. let's stock up.	s
21	1	i cannot sleep in a public place.	o
129	9	let me walk you home.	o
128	1	yes.	ans
328	3	yeah, i got that.	a
849	6	ben is way cuter than that kid.	o
801	0	um, the doctor says it's gotta be a needle.	s
12	10	that's a hernia.	s
1016	6	no. but it's okay, i'll just put out pickles or something.	ans
901	12	oh god. uh, okay, here's the thing, this is the thing, okay, the thing is...	ans
821	6	umm, no. no.	ans
20	6	you guys were totally right!	o
601	5	yeah, drop it! drop the towel! please drop the——wowww.	c
426	5	i'm gonna, i'm gonna want him back.	s
32	4	ooo,  what?	q
82	7	ooh, i think i wanna trade circles.	o
157	2	oh, you're so wonderful.	o
435	8	and also, congratulations on your wedding.	a
907	4	i won't!  until i have my next cigarette.	s
835	6	oh. yeah.  uh chandler	ag
961	10	yeah, i'm gonna stay and read my book. i just wanna be alone right now.	ans
815	1	another	oth
156	10	okay, sorry. yeah.	ap
66	7	you can spill. in the sink.	o
953	2	what are you doing?	q
599	0	the basket is totally empty! my god, the neighbors ate all the candy!	s
319	2	so ah, there was this thing i wanted to talk to you about.	s
592	10	he obviously lost his mind.	s
89	15	and somewhere along the way, one of them is gonna realise what they've done and they're call the whole thing off.	o
956	0	oh, hey rach! i thought we said seven?	q
626	10	that's a uh, that's a tough combination.	s
366	14	wait here. breathe.	c
434	1	it's one more thing in my life that's suddenly completely different.	s
540	2	ugly naked guy's laying kitchen tile. eww!	oth
102	1	i'm with hamilton!	s
744	9	i just i thought good, shelley.	s
832	3	15?  your personal best! (ross takes an	o
864	0	so now, these are all the tuxedos that we make and if there's anything that you like, we can make you a deal.	o
52	4	okay, but wouldn't it be easier if you had to tell me something that you could tell me.	o
400	6	should i not have told you?	q
1009	12	oh god.	oth
628	6	joey, why don't you put them in the lost and found?	q
503	5	okay, so if an eight comes up, we take it as a sign and we do it!	oth
356	19	jam.	ans
946	13	no!	dag
76	0	so uh, apparently people are familiar with the europe story?	q
813	6	no. it disappears back there behind that baseboard. for a minute there, i thought it went downstairs.	ans
652	3	is it? feels like two.	q
596	20	the judge wouldn't let us get an annulment! now we gotta get a divorce!! did a porsch throw up on you?	q
920	2	no.	ans
21	12	well, if you want, you can stay with rachel and me tonight.	o
591	2	mine!	oth
131	2	yeah. you okay?	q
808	3	paris?	oth
115	3	all right, jester man, look we wanna see the king.	s
50	3	all right.	s
476	11	ohh, the-the foster puppets!	s
1022	4	joey, did	ans
583	1	oh, the duck seems to think that monica got me garbage! hmm, i wonder what i could get monica that's as good as garbage?	a
980	4	what the hell?s a matter with you?	q
625	1	obviously! so, how do we decide?	q
438	15	well, you seem fine.	ag
955	1	yeah, but he waited until the last minute!	a
956	9	okay, listen, i really like you.	s
475	14	... phoebe...?	q
768	5	this was fun! but i've got an invasive vaginal exam to get to!	s
670	13	helloooo? yeah. oh my god. thanks.	g
823	6	look, he gave me his night vision goggles and everything.	s
573	5	definitely! phoebe, you will not find a single game show host, who's ass i cannot kick.	ag
73	0	okay, but this is the last time.	s
827	8	but there was this stuff on leg waxing, it just, it looked so amazing....	s
794	9	call me.	c
996	5	this isn't right.	dag
543	0	sit!	c
771	14	and who knows what science will come up with in the future, but chandler, what if i die an unsuccessful, regular sized man?	q
459	10	what?!	q
1011	0	it's beautiful! it's like the first bathroom floor there ever was.  whoa! are you going in there for?	q
949	5	hey rach, do you feel like going to a convention?	q
70	7	we're not throwing it away! i built that canoe!	dag
924	1	great! go get him.	oth
632	4	you just had ross's baby!	s
122	8	well, if that were true, i'd dating my aunt ruth.	s
546	18	great. it's gym class all over again.	s
935	4	this is crazy! i mean, it's such a stupid argument. i don't even wanna see richard again.	o
592	2	okay, i didn't know you would say that.	dag
772	8	oh drake.	s
605	2	oh, hey, hey, i got that.	s
505	8	but, i was just thinking that since those guys just got engaged that maybe it would be nice if they had some privacy, y'know?	q
202	0	hey!	g
205	3	oh, my god.	oth
652	9	oh yeah, and what would my opening line be? 'excuse me. blarrglarrghh.'	q
900	9	he would like to kiss you.	o
184	12	kinda have a... a thing for the days of our life's people.	ans
152	7	that's one way! me, i i went for the watch.	o
889	1	uh-hmm.	b
1016	1	right?	oth
107	2	do you all promise?	q
961	7	all right! everybody ready to go to the movies?	q
62	11	but this is eleven. it's almost twice as hard up here.	s
937	2	let us begin.	s
525	4	shut up!	c
554	0	why aren't you home yet?!	q
689	6	the guy who took rachel to the prom? why is he calling you?	q
613	3	well, y'know i may have relatives in france who would know. my grandmother said she got the recipe from her grandmother, nesele tolouse.	s
440	13	hey, rachel, isn't that stuff almost pure...	q
664	2	hey, no way! come on, this is you guys, call her and work it out.	c
578	2	hi, i'm eric, i'm gonna be chandler's new roommate.	ans
132	9	it's for me.	s
516	2	oh i'm sorry! do you need a break?	ap
851	3	i'm joey.	g
15	4	oh my god, wh-what happened?	q
170	2	so?!	q
842	3	all right, first name on the speed dial is mom.	s
673	14	easy.	oth
223	13	why?	q
285	14	she looks scared.	o
936	10	that's not why you're going!	s
389	10	i just feel so, uhh.....	s
450	6	yes, and i know that you'd say no if he asked you, but i'm sorry; how great would you look walking down the aisle in this donna carin.	ans
1019	9	give him money? it was a joke!	q
254	5	i'll go in there.	s
849	2	i know! i know! it turns out that one of the casting ladies has actually seen me in a play, so i steered clear of her	o
933	9	you got it.	s
1005	14	okay, stop!	s
1007	2	some little girl loaned her uniform to her nineteen year old sister, who went down to the u.s.s.	s
657	14	oh, you're so lucky. my fiancee wants the heavy metal band carcass.	s
163	4	r-r-richard said he wants to marry you?!  and-and chandler's tellin' ya how much he hates marriage?!	s
646	4	first of all um, i love you both so much and you're both so important to me	s
623	8	and the guys from work had a blast.	s
585	12	no, i can't get it out.	ans
328	6	okay, see ya!	g
588	1	oh, stop beating yourself up!	c
660	14	it was horrible. they called me chicken boy.	s
933	2	hey ross, listen, you want anything to drink, 'cause i'm heading up there.	s
412	5	yeah.	ans
245	2	okay, stop it phoebe, you're getting me all tingly.	c
193	1	wow, that's great.	o
252	13	otherwise it's just cruel.	o
241	2	i asked him.	s
109	19	you should! how is she?	q
119	2	yeah, yeah, that's her.	s
545	5	ok, good-bye you guys. thanks for everything.  oh, sorry! oh, sorry!	ap
4	5	hi.	g
1019	6	i'm sorry. christmas is a very busy time, sir.	ap
690	8	you what?	q
287	11	hi. she said yes.	s
745	8	the first good thing she gets me in weeks.	s
1009	14	uh, pheebs? who's george snuffalopagus?	q
797	8	no, thank you! you have given me so much! i mean, if it wasn't for you, i would never have gotten to sing	o
477	0	hey! how long until pete's fight?	q
6	12	that's for coming buddy.	o
82	0	chandler, we still haven't gotten an rsvp from your dad.	s
1001	1	i'm at work, ordinary day, you know, chop chop chop, sauti, sauti, sauti.	ans
1024	13	excellent! okay umm, doggy.	q
137	6	i mean, this-this looks so great.	o
335	0	a new place for a new ross. i'm gonna have you and all the guys from work over once it's y'know, furnished.	s
733	6	no thanks, i've already seen one.	ans
17	2	if you said,  big lima bean, bubbling up.  would she understand the difference?	q
529	3	ross, i am telling you that she is using you to get back at me!	s
1009	18	hello? who are we spying on?	q
843	2	she's saving the rest for her divorce.	s
33	6	yeah-yeah you guys. get out of here!	ag
377	4	what?! that-that's all the way cross town, i'm supposed to teach a graduate seminar there in ten minutes.	s
25	11	really?	b
830	4	hey-hey good lookin'!	g
533	0	okay, i think we can get the evaluation back before they see it, but we're gonna have to get into mr. zelner's office.	o
356	5	hey.	g
138	15	all right. so you're telling me that there is nothing going on between you and chandler.	s
728	8	but there are no boles, she's smooth!	o
887	6	let me get this straight man, you attacked your ex-wife?!	q
932	8	well hello !	oth
531	14	ross!! are you crazy?! i am	q
317	5	hey, y'know what nickname never caught on? the ross-a-tron!	s
689	9	i know!!   chip? hi! it's monica.  'kay.  'kay.  okay.  okay, good-bye.  oh my god, we just had	ag
130	16	yeah?	b
928	5	so, you wanna get a hamburger or something?	q
783	2	i'm-i'm-i'm hoping to be your uterus for the next nine months.	s
57	3	i'm not-i'm not-i'm not gay!	s
338	5	see, see, okay, i work in fashion, see and-and, this is a real dress actually.	s
171	1	ok, i have a question. well, actually, it's not so much a question as.. more of a general wondering... ment.	s
263	4	i'm just saying, get his number just in case.	s
1038	7	i'm tellin' you, she leaned back; i could see her brain.	dag
176	2	aww, look at the little thing.	s
176	6	oh, that's nana, right there in the middle.  'me and the gang at java joe's'.	ans
81	8	oh stop it. joey already told me.	s
529	9	so?	q
973	17	and the-the calming sounds of the babbling brook....	q
822	3	i didn't get it?	q
146	8	well so?	q
1011	6	ooh, very official.	s
428	4	come on! would you please pay attention, i could wake up at any moment!	c
889	2	james brolin?	q
412	8	why? i love that thing.	q
377	2	oh, uh does anyone know where the freeman building is?	q
281	9	i'm wearing his briefs right now.	s
735	12	no, we're not.	dag
21	10	so they're constantly, like, having to reassure each other that they're having a good time.	s
41	12	you're one to talk.	s
819	8	really? okay, so why don't you tell me what happened to ross junior year at	o
130	6	hey, listen umm, what-what are you doing tonight?	q
872	1	i'm not gonna tell you what they spent on that wedding... but forty thousand dollars is a lot of money!	o
365	9	uh... i don't know.	ans
21	5	what's going on with you?	q
153	10	you're disturbing my oboe practice.	s
757	5	i think you're better than you think you are.	o
530	6	okay, because i know that this is my father.	s
501	1	hi tag! hey, so did you have fun with uh, with joey last night?	q
869	7	all right look, you're going to have to go there yourself now, okay, make a few surprise visits.	o
160	0	hi.	g
840	6	oh!  ok, um, ok, um	ag
486	16	okay, make sure you look both ways before you cross the street.	oth
782	0	here you go.	s
671	4	i just...	oth
115	7	oh my god.	oth
3	5	now that i've touched you, you seem emptier still.'	s
15	15	or we could throw you both in	o
359	3	it was dreadful. i felt terrible about how i acted when you said those wonderful things.	ap
112	2	look, this is my home and i want to be able to come and go whenever i want!	ans
823	8	what, he's not still following her. do you think he is still following her?	q
638	1	i'm here!	ans
448	0	yeah, i think it was better when you guys were sad. hey, uh, remember the roller blades?	q
936	12	forget that british chippy.	c
20	9	that was so awkward, we were really nervous.	o
676	7	and i do, i have to make	s
26	13	no, we-we're gonna be like best friends, that's why it's gonna be weird.	o
907	7	yeah that's right you are so busted.  book 'em.	ans
315	7	oh, in that case——yay!  that was me hopping on board.	s
841	18	totally.	ans
665	11	okay, well y'know what, don't worry you guys, 'cause i'm-i'm gonna do this as many times as it takes to get it right.	s
991	2	when you say used, do you mean eat as a pre-cooking snack?	q
724	4	ooh! how about agamemnon?	q
234	1	yes! yes! please, just give it to me!	s
991	9	i don't know anything about cooking.	dag
211	1	oh yeah, i should probably call them.	o
26	4	okay uh, we have narrowed it down to raymond, ben, kyle, and joey. the rest of you, thank you very much.	s
819	10	if you tell me, i'll tell you what phoebe said.	s
986	5	for him.	oth
844	2	i'm having lunch right here, with my good friend joey, if he'll sit with me.	o
664	6	yeah, tell that to my uncle lenny.	ag
329	4	i am not!	dag
160	11	nooo, he?s leaving for a better job.	ans
927	3	yeah!	ans
896	4	you believe that this guy is destined for someone else and you're still gonna date him?	q
1017	2	i kinda feel like it's my fault.	s
138	16	me and chandler?!	q
628	2	ooohh, to a porsche!	oth
937	3	now, the hydrosaurids have been unearthed in two main locations.	s
1007	14	last night she was teaching everybody how to make napkin....  swans.	s
590	5	me too! i'm sorry that guy in the subway licked your neck.	ap
245	1	we couldn't keep our eyes off each other all night and then every once and a while y'know, he'd kinda lean over and stroke my hair and touch my neck.	s
716	3	fine!	s
32	14	guys?	oth
152	9	barry, i'm sorry...	ap
148	12	well, it's a pretty big commitment, i mean, what if one of us wants to move out?	o
733	0	hey!	g
531	1	come again?	c
948	4	what are you doing here!	q
47	7	no, no wait, for get them, we got one, hard left.	s
221	2	ohh.	b
155	5	wow! uh…how are you?	q
1023	7	how did you know about that?!	q
982	8	no. why?	ans
336	16	that's when it occurred to me, the key to my success, 'the munchies.' so i ah, started hitting the nyu dorms around midnight.	s
807	0	thank you.	ans
714	0	excuse me. hi, i'm a professor here. do you know the paleontology section, fifth floor, stack 437?	q
658	18	okay, okay, what's going on?	q
281	2	listen, you know how uh, when you're wearing pants and you lean forward i check out your underwear?	s
750	1	take as much time as you want.	s
195	15	you know what honey, you go ahead, we'll call her an alternate.	o
604	11	absolutely, oh i promise. tell her what?	ans
424	12	on the other hand, if she wasn't kidding, she's not fun, she's stupid, and kind of a racist.	s
510	1	that's funny. who are they?	q
264	9	y'know what?	q
657	16	oh y'know what?	q
942	8	oh, no. but it's just a two hour ferry ride to nova scotia.	ans
787	6	you're hot.	o
445	6	i think i may be able to book	s
99	6	technically we could have sex again. what do you think, bossy and domineering?!	q
93	5	oh no! no!! my hole!!	oth
410	4	can't do it, can you?	q
892	4	no, this is a much better job.	s
133	0	come on, pick up, pick up!	c
304	4	hey, does somebody wanna hand me one of those tiles.	s
1019	8	you need to give him money.	ans
900	8	thank you, very much! oh!  thank you!	oth
594	6	please, help me out, for old times sake.	oth
72	4	what would you give to a kid if he wanted a ticket to play with?	q
492	3	let's dry 'em again.	oth
167	5	well, that's pretty much all i'm looking for from these people.	s
1015	5	no problem.	o
47	3	women love guys who love babies.	o
425	4	what?	q
310	6	no, but they stuck me in personal shopping. which is just a	ans
650	3	what?	q
795	0	what happened?!!	q
819	4	i can't tell you. it's a secret.	ans
390	2	what the heck is that?	q
846	0	yeah. you won't be able to take it.	s
668	1	okay, one thing at a time.	s
869	15	and pretty soon you'll be like,  'hhiii,' and, and, and, 'i can't go, rachel and mark might be there.'	o
466	0	man. can you believe he's only had sex with one woman?	q
332	12	no!	dag
401	4	ah, oh, hang on a second.  come in, come in.  all right, so think about it, and call me back.	c
649	23	no-no-no-no, he's not! no! why are you trying to ruin the game? come on!	dag
639	4	ok, on three, ben.	oth
558	1	well, like father, like son.	s
623	6	hey	g
380	0	no-no, i say-i say, i say we get back at him right on this couch.	ans
770	6	okay	ag
625	5	yeah-yeah i like that but just to go in another direction	ag
991	0	hi.	g
433	0	yeah. she's putting her down now, that's her.	ans
21	9	oh, and deaf.	oth
319	15	what are you talking about?	q
827	0	wow, i have the spirit of an old indian women living in mine.	s
532	8	you guys are killing me!	s
81	9	well, he didn't tell me.	s
814	2	lift!! and slide!	s
592	9	he obviously went crazy.	s
53	8	no! i came here to tell you something else.  i came here  to tell you i still love you.	ans
40	11	hello?   it's the deli again!	s
933	0	oh, hey, gunther, check this out.	s
727	4	but you-you said black. why would he want his blue blazer black?	q
332	3	don't try to talk, we'll get you up to your room, we'll soak your feet, you'll be okay.	o
798	3	oh no.	s
527	1	hey pheebs!	g
790	0	oh, joey! sorry!	ap
